graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_score,stochastic_model_impact_score,optimization_state_impact_score,stochastic_state_impact_score,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.0033525662578812307,0.016414686825053995,0.022894168466522678,0.9999999999999999,0.19811879049676023,-1.0658141036401503e-13,0.0,0.09368515014648438,19.6695499420166,65.87848901748657,1.3451659679412842
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,2,1.0,1.0,0.0,1,0.001603592046183433,0.5,0.5016035920461834,1.0,0.1299839640795382,-0.0,0.0,0.03258395195007324,1.20967698097229,1.0572419166564941,3.0154948234558105
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,2,1.5,1.5,0.5,2,0.49874843554443055,0.5,0.9987484355444305,1.0,0.015006257822277847,0.0012515644555695093,0.0,0.5378201007843018,3.2312798500061035,13.875333786010742,5.6953301429748535
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,40,1.65,1.0,1.3143439428094914,7,0.011165908535726868,0.027187765505522515,0.048428207306711976,1.0,0.08521240441801187,0.13933729821593488,0.105,0.08582401275634766,24.239120960235596,107.6787359714508,1.7253379821777344
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,8,1.5,1.5,0.5,2,0.009164483592489165,0.12513842746400886,0.1406423034330011,1.0,0.24752768549280174,4.4641801366651634e-10,0.0,0.015583038330078125,3.4529430866241455,1.8499720096588135,1.1427998542785645
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,7,1.7142857142857142,2.0,0.45175395145262565,2,0.3052398878755792,0.018238021638330756,0.889644513137558,1.0,0.09336166924265839,0.9888717156105127,0.045,0.05564308166503906,8.728204011917114,8.66264796257019,4.017802953720093
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,2,2.5,2.5,0.5,3,0.12139573756790642,0.5,0.6213957375679064,1.0,0.08485582950271628,-4.440892098500626e-16,0.395,0.06533217430114746,2.3581790924072266,2.367558002471924,2.1160309314727783
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,4.0,4.0,2.0,6,0.015256588072122046,0.5,0.515256588072122,1.0,0.08318654646324547,-0.0,0.0,0.05728483200073242,2.5946578979492188,1.826052188873291,1.1148149967193604
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.175,0,0.0,0.009644031524658203,0.22140097618103027,1.9073486328125e-06,0.45110511779785156
Cholesterol Regulatory Pathway,True,34,1,0,0.0,3,1.2647058823529411,2,2.0,2.0,0.0,2,0.04636449480642113,0.5,0.5463644948064211,1.0,0.715827195467422,-0.0,0.035,0.012192010879516602,1.7337470054626465,0.4346439838409424,4.331590890884399
Cortical Area Development,True,5,1,0,0.0,4,2.8,3,1.3333333333333333,1.0,0.4714045207910317,2,0.14950729265007628,0.40625,0.46875,1.0,0.1771875,0.59375,0.41,0.008826017379760742,0.5853879451751709,0.4048290252685547,0.31028103828430176
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,4,1.5,1.5,0.5,2,0.19055718243139083,0.22840690978886757,0.5374280230326296,1.0,0.013144593730006397,0.7338451695457451,0.5,0.15453505516052246,2.8387279510498047,11.799768209457397,1.5600550174713135
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.022466086727329877,0.24772036474164133,0.281661600810537,1.0,0.41058763931104364,-0.0,0.0,0.004762887954711914,0.5793638229370117,0.16958379745483398,0.4476749897003174
HCC1954 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,65,1.9230769230769231,2.0,0.2664693550105965,2,0.011663520186235973,0.011213720316622692,0.040897097625329816,1.0,0.05442282321899739,0.36741427157909357,0.12,0.10938405990600586,46.145976066589355,152.01504802703857,1.2229080200195312
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,10,2.6,2.0,1.685229954635272,5,0.11091221562297385,0.015123313168915777,0.26151698464402046,1.0,0.24410423452768742,0.4797589855962059,0.065,0.036730051040649414,9.751737833023071,18.242002964019775,1.8714971542358398
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.011314995431488646,0.12438825448613376,0.14192495921696574,0.9999999999999999,0.21360929853181077,8.881784197001252e-16,0.0,0.011723995208740234,1.77252197265625,1.1771900653839111,0.620265007019043
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.004798464491362786,0.5,0.5047984644913628,1.0,0.09504798464491362,-0.0,0.0,0.0883169174194336,0.991847038269043,1.1485660076141357,1.4226830005645752
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,4,1.0,1.0,0.0,1,0.18884465876297174,0.24639769452449567,0.44668587896253603,1.0,0.049135446685878964,1.0,0.17,0.04064297676086426,1.1437921524047852,2.760162115097046,0.7691590785980225
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,4,2.0,2.0,0.0,2,0.026010902040296047,0.2439365671641791,0.2891791044776119,1.0,0.5015251865671645,0.48041044776119435,0.17,0.00939798355102539,1.7626330852508545,0.6428298950195312,1.089906930923462
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,3,3.0,2.0,2.160246899469287,6,0.11692627511052721,0.37205952952472393,0.4531925108017283,1.0,0.454572731637062,0.5468074891982706,0.105,0.015134096145629883,2.3315820693969727,0.773961067199707,1.4632461071014404
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,3.0,3.0,1.0,4,0.01156271899088998,0.5,0.51156271899089,1.0,0.11709530483531888,-0.0,0.0,0.05939817428588867,2.1116549968719482,1.9353718757629395,1.1472060680389404
Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,True,26,1,0,0.0,9,3.1153846153846154,7,6.0,4.0,6.676183683170241,22,0.14110254352151533,0.08790252393385553,0.45082680591818974,1.0,0.06289962286045839,0.3420366315480017,0.085,0.914984941482544,45.72302603721619,316.0804708003998,7.340943098068237
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,26,2.3076923076923075,1.0,2.0525637021732823,8,0.024965503904449116,0.0456989247311828,0.07594086021505377,1.0,0.25127016129032287,0.2002688172043534,0.065,0.021147966384887695,9.547300815582275,7.2450270652771,0.71523118019104
T-Cell Signaling 2006,True,40,1,3,0.075,5,1.325,10,2.3,1.0,2.72213151776324,10,0.037792305106784975,0.11126474926253688,0.14620206489675516,1.0,0.3269044985250735,0.10914454277286012,0.02,0.07541608810424805,10.349951982498169,46.87551307678223,5.099255084991455
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,5,1.8,2.0,0.4000000000000001,2,0.13247599119689912,0.17186544342507645,0.43058103975535167,1.0,0.27533639143730876,0.9688073394495422,0.175,0.018351078033447266,3.516348123550415,2.1445670127868652,1.4542889595031738
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.0030799809630802657,0.0158004158004158,0.023284823284823286,1.0,0.20115592515592515,3.4050930253215483e-07,0.0,0.05190396308898926,21.558399200439453,65.29911184310913,1.5559699535369873
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,2,9.0,9.0,5.0,14,0.04097437341593915,0.5,0.5409743734159391,1.0,0.27459025626584055,-0.0,0.0,0.037986040115356445,8.529889106750488,2.4239110946655273,3.5447299480438232
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,4,9.25,4.0,10.917302780449024,28,0.15205963788793225,0.22270842929525564,0.4831874712114233,1.0,0.16837171810225698,0.6573007830492834,0.585,0.8988080024719238,38.33984899520874,75.87678003311157,6.301126003265381
Aurora Kinase A in Neuroblastoma,True,23,1,4,0.17391304347826086,7,1.8695652173913044,24,2.125,2.0,1.12962014264383,5,0.02524111621655106,0.05120313374370453,0.07946278679350867,1.0,0.136464745383324,0.24398440339699334,0.045,0.06895899772644043,20.70784020423889,92.14181995391846,2.7007529735565186
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,57,1.7894736842105263,1.0,1.1955596517474258,5,0.009125491567276893,0.016975308641975308,0.04282407407407408,0.9999999999999999,0.08214506172839506,0.48726852016427813,0.12,0.10200905799865723,38.51741313934326,248.97647905349731,2.0661380290985107
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,8,1.375,1.0,0.4841229182759271,2,0.01645718836634827,0.12296296296296297,0.14666666666666667,1.0,0.2506345679012345,-1.7763568394002505e-15,0.0,0.01541900634765625,3.1843838691711426,1.8170499801635742,1.2242441177368164
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,4,2.0,2.0,0.0,2,0.2471161670181857,0.17068694284216046,0.6565285789197692,1.0,0.16114840062926056,0.9999999999999991,0.215,0.0543818473815918,5.579380035400391,4.789789199829102,4.740397930145264
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,8,4.75,4.0,2.222048604328897,8,0.18325625245928978,0.03404770134808158,0.5810577255444176,1.0,0.12491876944348426,0.8461804355340306,0.41,0.06855487823486328,16.0747389793396,114.96371603012085,2.54784893989563
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,4,1.25,1.0,0.4330127018922193,2,0.0023032820997959864,0.25107913669064746,0.2517985611510791,1.0,0.05748561151079135,-0.0,0.075,0.05703902244567871,1.7006990909576416,3.961348056793213,1.0701770782470703
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.225,0,0.0,0.009924888610839844,0.22289800643920898,2.86102294921875e-06,0.4656641483306885
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.1,0,0.0,0.007655143737792969,0.15769505500793457,5.0067901611328125e-06,0.2943990230560303
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,10,1.2,1.0,0.4,2,0.043923863658069974,0.12104981253347616,0.13952865559721478,1.0,0.21565613283342258,0.25816818425280985,0.03,0.021703004837036133,5.671360969543457,3.9327280521392822,2.913825035095215
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,3,1.6666666666666667,2.0,0.4714045207910317,2,0.3959353380928455,0.10529674537332483,0.8902361199744735,1.0,0.043902361199744735,0.8947032546266751,0.125,0.1522669792175293,2.316007137298584,9.925764083862305,1.491793155670166
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.00839062774161736,0.25198807157057657,0.25944333996023855,1.0,0.4220974155069581,-0.0,0.0,0.005290985107421875,0.6510879993438721,0.18990087509155273,0.5020890235900879
HCC1954 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,61,1.8688524590163935,2.0,0.3375616439667869,2,0.009650257439664633,0.014039566049776643,0.035737077217613274,1.0,0.06379387364390557,0.5194639438411173,0.1,0.10156702995300293,41.88093304634094,131.8837640285492,1.3366470336914062
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,11,3.6363636363636362,3.0,2.2672661660618045,6,0.07173533697983817,0.0841564598972738,0.2461477676807586,1.0,0.23771631766100373,0.5073093638877992,0.205,0.040122032165527344,14.096954822540283,190.09337091445923,2.024616003036499
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,11,2.1818181818181817,1.0,1.8982375470746453,6,0.046289169262839804,0.11943793911007025,0.14207650273224043,1.0,0.18318501170960197,0.1327088212334111,0.095,0.015725135803222656,4.753406047821045,2.6644339561462402,0.708367109298706
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,4.0,4.0,0.0,4,0.011912427559562122,0.5,0.5119124275595621,1.0,0.12208306503541534,-0.0,0.0,0.039031982421875,3.772542953491211,1.195464849472046,1.5956599712371826
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,2,2.0,2.0,0.0,2,0.004297994269340966,0.5,0.504297994269341,1.0,0.06739255014326646,1.0,0.125,0.03991293907165527,1.1348228454589844,1.368863821029663,0.7184298038482666
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,12,2.0,2.0,0.0,2,0.030820201108308156,0.09325744308231174,0.11996497373029773,1.0,0.14549474605954466,1.0000000292301436,0.26,0.025270938873291016,6.324253082275391,11.45052695274353,0.8808388710021973
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,5,2.0,2.0,0.0,2,0.13542496857552055,0.1336126629422719,0.4702048417132216,1.0,0.4909217877094971,0.5921787709497224,0.14,0.009209871292114258,2.3651158809661865,0.6638309955596924,1.2175800800323486
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,3,3.0,4.0,1.4142135623730951,4,0.2332526993463745,0.47005988023952094,0.5249500998003992,1.0,0.27217564870259475,-0.0,0.0,0.01321101188659668,2.625016927719116,0.782703161239624,1.3088428974151611
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.005211952744961779,0.5,0.5052119527449618,1.0,0.11242182070882559,-0.0,0.0,0.056346893310546875,1.2988319396972656,1.830765962600708,1.034282922744751
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,28,3.2142857142857144,1.5,2.756254483082105,8,0.02446596394776879,0.030947775628626693,0.07285622179239201,1.0,0.2646840747904579,0.3036750483559416,0.045,0.025731801986694336,13.898531913757324,10.909077882766724,0.7643051147460938
SKBR3 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,5,2.5625,74,2.0,2.0,0.0,2,0.00810719041793515,0.011400651465798045,0.03322475570032573,0.9999999999999999,0.0789967426710098,0.5856679205463706,0.17,0.0892479419708252,48.27098107337952,152.3318908214569,1.1480929851531982
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,4,2.5,2.5,1.5,4,0.23112070409709823,0.19707565162110616,0.5855054036872218,1.0,0.36560712015257485,0.9999999999999982,0.235,0.018633127212524414,3.410352945327759,1.4479279518127441,1.3424839973449707
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.003974090201247458,0.015876127009016073,0.025088200705605645,0.9999999999999999,0.22194237553900423,1.9111132587568136e-07,0.0,0.04851412773132324,18.68746590614319,58.607287883758545,1.4287960529327393
