graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
Mammalian Cell Cycle,False,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.012179065174456882,0.5,0.5121790651744569,"[1.0, 1.0, 0.5121790651744569, 1.0, 0.5121790651744569, 1.0, 0.5121790651744569, 1.0, 1.0, 1.0, 1.0, 0.5121790651744569, 0.5121790651744569, 1.0, 0.5121790651744569, 0.5121790651744569, 1.0, 0.5121790651744569, 0.5121790651744569, nan]","[0.04, 0.12, 0.5002435813034891, 0.19, 0.10999999999999999, 0.53, 0.2602435813034892, 0.08536537195523371, 0.1, 0.13, 0.14, 0.5002435813034891, 0.2556089532587229, 0.09, 0.24853851217906509, 0.01512179065174457, 0.48, 0.5009743252139566, 0.024878209348255433, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.004, 0.002, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.002, 0.0, 0.001, 0.0, nan]",0.474686861038208,2571.3261840343475,61.30540180206299,169.59157991409302
Mammalian Cell Cycle 2006,False,10,1,0,0.0,6,3.5,2,4.0,4.0,3.0,7,0.006849315068493178,0.5,0.5068493150684932,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5068493150684932, 1.0, 1.0, 1.0, 0.5068493150684932]","[0.6401369863013698, 0.3483561643835617, 0.7212328767123288, 0.05958904109589042, 0.1632876712328767, 0.4998630136986301, 0.0986301369863014, 0.07438356164383562, 0.05972602739726028, 0.11958904109589043]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.4564168453216553,563.2237000465393,39.32576084136963,54.15484881401062
Metabolic Interactions in the Gut Microbiome,False,12,1,1,0.08333333333333333,5,2.5,39,1.0,1.0,0.0,1,0.020918411928749554,0.014675052410901468,0.06184486373165619,"[0.9999999999999999, 0.12368972746331237, 0.9999999999999999, 0.5377358490566038, 0.529350104821803, 1.0, 0.9999999999999999, 0.5031446540880504, 0.5377358490566038, 0.9999999999999999, 0.5125786163522013, nan]","[0.09985324947588994, 0.08119496855345831, 0.11558700209643476, 0.5273794549266316, 0.5117190775681395, 0.24466457023060534, 0.12974842767295444, 0.5138364779874272, 0.18576519916142356, 0.09704402515723151, 0.5082180293501101, nan]","[0.06289308176100629, 0.0, 0.06289308176100629, 0.0, 0.9968553459119497, 0.5691823899371068, 0.06289308176100629, 0.9968553459119497, 0.0, 0.14465408805031446, 0.9863731656184487, nan]","[0.055, 0.0, 0.068, 0.0, 1.0, 0.591, 0.067, 1.0, 0.0, 0.156, 1.0, nan]",1.1634910106658936,610.1951198577881,416.65682005882263,61.775346994400024
Neurotransmitter Signaling Pathway,False,16,1,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.021639478935936658,0.25116604477611937,0.27611940298507465,"[1.0, 1.0, 0.541044776119403, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5135261194029851, 1.0, 1.0, 1.0, 1.0, 0.541044776119403]","[0.74703358208955, 0.5099999999999987, 0.13835820895522388, 0.4299999999999992, 0.7762220149253709, 0.5499999999999984, 0.39973414179104433, 0.43270522388059635, 0.7956809701492514, 0.5099999999999987, 0.4989179104477599, 0.7567630597014903, 0.4624347014925364, 0.7227098880596994, 0.3778404850746266, 0.5008208955223867]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5242710113525391,1671.4873909950256,18.37539505958557,88.73629713058472
Oxidative Stress Pathway,False,19,1,1,0.05263157894736842,4,1.6842105263157894,2,5.0,5.0,4.0,9,0.03051417587698224,0.5,0.5305141758769822,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan]","[0.7934262373858725, 0.7558673714560311, 0.7558673714560308, 0.6760547813551173, 0.5384959154252755, 0.6619702066314264, 0.5258673714560301, 0.7746468044209517, 0.7464776549735703, 0.3414079769341661, 0.7464776549735707, 0.30281595386833227, 0.43952907256126805, 0.7699519461797212, 0.5144113407015851, 0.779341662662182, 0.5670879384911094, 0.7793416626621817, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]",0.6344308853149414,2469.02130818367,20.074357986450195,126.16913890838623
Predicting Variabilities in Cardiac Gene,False,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.0,1.0,0.0,1,0.1148507186663925,0.2425127830533236,0.25639152666179693,"[0.506208911614317, 0.493791088385683, 1.0, 0.506208911614317, 0.7531044558071585, 0.506208911614317, 0.5032870708546384, 0.493791088385683, 0.4850255661066472, 0.506208911614317, 0.506208911614317, 0.4850255661066472, 0.4981738495252009, 0.7531044558071585, nan]","[0.5036888239590931, 0.041899196493791084, 0.11715850986121266, 0.24508400292184074, 0.2541271000730459, 0.5021475529583622, 0.5026807888970038, 0.10160701241782333, 0.1260336011687364, 0.5019430241051848, 0.5032359386413429, 0.0184222059897736, 0.014879474068663277, 0.2542220598977356, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008765522279035792, 0.0, 0.0, nan]","[0.001, 0.0, 0.0, 0.007, 0.009, 0.002, 0.0, 0.0, 0.001, 1.0, 0.002, 0.003, 0.009, 0.0, nan]",2.187952995300293,1400.9442632198334,244.9826180934906,94.02596688270569
Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,False,26,1,0,0.0,9,3.1153846153846154,6,1.6666666666666667,2.0,0.4714045207910317,2,0.06876547383821632,0.1894345852249278,0.2501031778786628,"[0.8146925299215848, 0.5270326042096575, 0.8064382996285597, 0.8146925299215849, 0.6211308295501445, 0.5270326042096575, 0.9215848122162609, 0.8064382996285596, 1.0, 0.6211308295501445, 0.5270326042096575, 0.8064382996285596, 0.5270326042096575, 1.0, 1.0, 0.5138258357408172, 0.5270326042096575, 0.6211308295501445, 0.5270326042096575, 1.0, 0.5270326042096575, 0.6211308295501444, 0.8146925299215849, 0.5270326042096575, 0.5270326042096575, 0.5427156417664053]","[0.1866776723070572, 0.2113867106892281, 0.13189434585224918, 0.06197688815517952, 0.2183161370202227, 0.1770078415187783, 0.09439950474618237, 0.6611473380107306, 0.04686751960379694, 0.1460420965744943, 0.4967560874948412, 0.6751176227816754, 0.053165497317375146, 0.01963268675196038, 0.5911184482047058, 0.49751134956665277, 0.16817994222038785, 0.00411473380107305, 0.17535699546017328, 0.21773008666941798, 0.09985967808501854, 0.5684358233594727, 0.006211308295501444, 0.4972967395790344, 0.4967560874948412, 0.28709038382170865]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6211308295501445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17, 0.15, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",6.879789113998413,9094.94376707077,1783.2314610481262,439.25168108940125
Regulation of the L-arabinose operon of Escherichia coli,False,13,1,4,0.3076923076923077,3,1.3846153846153846,21,1.4761904761904763,1.0,1.051939144494025,4,0.02480693320935379,0.05511182108626198,0.07747603833865814,"[0.7156549520766773, 0.5023961661341854, 0.8578274760383386, 0.5023961661341854, 0.48482428115015974, 0.3602236421725239, 0.43370607028753994, 0.8578274760383386, 0.43370607028754, nan, nan, nan, nan]","[0.26673322683706024, 0.14510383386581402, 0.5770766773162941, 0.5069968051118213, 0.2942332268370602, 0.2875079872204469, 0.15971246006389714, 0.5942492012779546, 0.14721246006389724, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.06070287539936102, 0.0, 0.06469648562300319, 0.06469648562300319, 0.06469648562300319, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.034, 0.033, 0.062, 0.053, 0.058, 0.073, nan, nan, nan, nan]",0.5967350006103516,529.7904579639435,59.882219076156616,36.383334159851074
T cell differentiation,False,23,1,4,0.17391304347826086,5,1.4782608695652173,33,1.0,1.0,0.0,1,0.00911514862193303,0.028808864265927978,0.05013850415512466,"[0.5936288088642659, 0.5864265927977839, 0.8096952908587257, 0.6692520775623267, 0.5936288088642659, 0.7767313019390581, 0.5024930747922438, 0.5554016620498614, 0.5554016620498614, 0.5778393351800553, 0.5160664819944598, 0.5936288088642659, 0.8900277008310249, 0.7811634349030471, 0.7695290858725762, 0.8168975069252077, 1.0, 0.3249307479224377, 0.5864265927977839, nan, nan, nan, nan]","[0.5265124653739611, 0.2137340720221607, 0.1823601108033243, 0.0527146814404433, 0.5105069252077559, 0.5251301939058167, 0.5112963988919669, 0.5074099722991694, 0.27232409972299143, 0.5020055401662047, 0.5114182825484762, 0.49240166204986174, 0.251371191135734, 0.26742659279778386, 0.2895180055401661, 0.2696869806094182, 0.2225761772853185, 0.2740554016620496, 0.5233407202216053, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan]","[0.0, 0.166, 0.176, 0.005, 0.0, 0.007, 0.006, 0.009, 0.004, 0.003, 0.011, 0.0, 0.006, 0.007, 0.003, 0.003, 0.006, 0.0, 0.005, nan, nan, nan, nan]",2.434359073638916,5232.394068002701,460.2619729042053,213.77947902679443
SKBR3 Breast Cell Line Long-term ErbB Network,False,25,1,4,0.16,7,3.24,150,1.0,1.0,0.0,1,0.012225090418213775,0.0019149751053236309,0.0731520490233627,"[0.2313289927230946, 0.8602068173113752, 0.7403293757181157, 0.9988510149368058, 0.6870930677901188, 0.9999999999999999, 0.5220222137112218, 0.8602068173113752, 0.998851014936806, 0.2960551512830333, 0.9999999999999999, 0.8705476828801226, 0.6801991574109537, 0.7617770968977404, 0.8935273841440062, 1.0, 0.860206817311375, 1.0, 0.9563385675986213, 0.6905400229797014, 0.5955572577556492, nan, nan, nan, nan]","[0.24278054385291006, 0.3592301800076296, 0.23123707391802406, 0.4616277288394927, 0.23276139410186175, 0.42144389122938775, 0.23700880888546513, 0.35032937571807987, 0.268062045193383, 0.23130601302181555, 0.4648104174645446, 0.23902719264647548, 0.44222520107235425, 0.2873075450018892, 0.3394561470700586, 0.22579854461890586, 0.4082995021064471, 0.26491765607044726, 0.34166219839138867, 0.27575258521636714, 0.4370126388356644, nan, nan, nan, nan]","[0.0, 0.0689391037916507, 0.0034469551895825352, 0.0, 0.0, 0.21332822673305246, 0.0015319800842589046, 0.06779011872845651, 0.0038299502106472617, 0.18383761011106858, 0.0, 0.0, 0.20605132133282267, 0.07391803906549214, 0.23630792799693606, 0.26388356951359637, 0.06932209881271542, 0.027575641516660282, 0.002297970126388357, 0.37303715051704317, 0.6840291076216011, nan, nan, nan, nan]","[0.358, 0.063, 0.026, 0.045, 0.0, 0.323, 0.002, 0.088, 0.213, 0.38, 0.0, 0.002, 0.363, 0.787, 0.327, 0.4, 0.116, 0.046, 0.042, 0.589, 0.808, nan, nan, nan, nan]",22.820944786071777,7846.045099020004,20557.975549936295,391.1054718494415
SKBR3 Breast Cell Line Short-term ErbB Network,False,16,1,5,0.3125,5,2.5625,112,1.0,1.0,0.0,1,0.010903038125385248,0.001516300227445034,0.03866565579984837,"[0.7528430629264595, 0.9363153904473086, 0.6800606520090978, 0.667172100075815, 0.7240333586050038, 0.6732373009855952, 0.9878695981804396, 0.3275208491281274, 0.9727065959059893, 0.41015921152388174, 0.1304018195602729, nan, nan, nan, nan, nan]","[0.15924943138741604, 0.3614935557239931, 0.2025777103866367, 0.20464746019709615, 0.2039651250947563, 0.18770280515541338, 0.3877862016678952, 0.20795299469292872, 0.19480667172098468, 0.1817892342683762, 0.20222137983318927, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.041698256254738435, 0.17740712661106897, 0.001516300227445034, 0.30780894617134197, 0.0, 0.19711902956785435, 0.0, 0.04852160727824107, 0.20621683093252458, nan, nan, nan, nan, nan]","[0.009, 0.055, 0.75, 0.759, 0.023, 0.748, 0.011, 0.213, 0.005, 0.085, 0.206, nan, nan, nan, nan, nan]",4.842031002044678,1239.1220428943634,1943.4232170581818,87.1890721321106
T-Cell Signaling 2006,False,40,1,3,0.075,5,1.325,10,2.3,1.0,2.051828452868319,6,0.04118344542922059,0.11069038393800634,0.14864388869320183,"[0.43430785487847834, 0.9999999999999998, 1.0, 1.0, 1.0, 1.0, 0.8649172243747798, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999999999999998, 1.0, 0.6622050017611835, 1.0, 1.0, 0.9999999999999998, 1.0, 1.0, 0.8649172243747798, 1.0, 1.0, 0.9999999999999998, 1.0, 1.0, 0.9999999999999998, 0.8649172243747798, 1.0, 1.0, nan, nan, nan]","[0.18379711165903476, 0.21168897499119418, 0.5907890102148644, 0.5408453680873548, 0.08620641070799577, 0.6854684748150747, 0.6415639309616056, 0.6994557942937644, 0.49070447340612894, 0.636442409299048, 0.5311535752025361, 0.5506762944698839, 0.5312662909475169, 0.6714529764001399, 0.6643888693201824, 0.6363015146178224, 0.39095808383233555, 0.6574374779852051, 0.4514071856287426, 0.32311729482212054, 0.49123811201127165, 0.17440471997182094, 0.6846512856639648, 0.6853839380063391, 0.3917294822120464, 0.6854684748150747, 0.6783198309263814, 0.37186685452624146, 0.6432810848890445, 0.4014917224374782, 0.29201127157449813, 0.7063790066924962, 0.5412099330750265, 0.35187566044381824, 0.3103856991898556, 0.5307608312786192, 0.5804649524480442, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan]","[0.073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.073, 0.0, 0.088, 0.026, 0.0, 0.0, 0.0, 0.0, 0.075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024, 0.0, 0.0, nan, nan, nan]",5.47437310218811,24304.962281942368,387.822340965271,1074.5690360069275
T-LGL Survival Network 2011 Reduced Network,False,18,1,0,0.0,4,2.388888888888889,2,2.5,2.5,1.5,4,0.45051297525648765,0.5,0.9505129752564876,"[0.9505129752564876, 1.0, 0.9505129752564876, 1.0, 1.0, 1.0, 0.9505129752564876, 0.9505129752564876, 1.0, 0.9505129752564876, 0.9505129752564876, 0.9505129752564876, 1.0, 0.9505129752564876, 0.9505129752564876, 0.9505129752564876, 1.0, 0.9505129752564876]","[0.15098974049487027, 0.22534097767048905, 0.2975256487628244, 0.05989740494870244, 0.26752564876282436, 0.21098974049487026, 0.24148461074230546, 0.22445383222691612, 0.04593844296922146, 0.20593844296922145, 0.3079179239589621, 0.286041038020519, 0.20395896197948102, 0.06098974049487024, 0.31604103802051897, 0.32653590826795414, 0.26999999999999996, 0.0644538322269161]","[0.0, 0.0, 0.049487024743512374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.024, 0.0, 1.0, 0.018, 0.0, 0.0, 0.0, 0.0, 0.023, 0.0, 0.0, 0.0, 0.001, 0.03, 0.0, 0.0, 0.0, 0.001]",0.7170059680938721,2496.3789899349213,34.216251850128174,217.56500387191772
FGF pathway of Drosophila Signalling Pathways,False,23,1,9,0.391304347826087,4,1.0434782608695652,431,1.0,1.0,0.0,1,0.0011451721947768184,0.001966085033177685,0.006389776357827476,"[0.5165888424674367, 0.9555173261243549, 0.25952322437945435, 0.5165888424674367, 1.0, 0.5126566724010814, 0.9149668223150652, 0.5158515605799951, 0.9555173261243549, 0.5165888424674367, 0.08675350208896535, 0.4834111575325633, 0.27033669206193167, 0.407225362496928, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.8743081838288598, 0.8557729171785842, 0.7707446547062422, 0.8748611452444414, 0.8145785205209323, 0.8079675595968727, 0.879960678299246, 0.8740231014990524, 0.8691619562545198, 0.8730056524943802, 0.7637232735315045, 0.8120226099778028, 0.8104153354631793, 0.8124944703857677, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",18.1474711894989,4675.448242902756,6258.925920009613,153.0899441242218
Trichostrongylus retortaeformis,False,26,1,1,0.038461538461538464,5,2.230769230769231,11,4.545454545454546,2.0,5.193766129849345,13,0.10508847102168209,0.019619326500732063,0.30834553440702783,"[0.5010248901903367, 0.9959004392386529, 0.791800878477306, 0.9999999999999999, 0.9959004392386529, 0.9844802342606148, 0.9999999999999999, 1.0, 0.4834553440702782, 0.9844802342606149, 0.9844802342606148, 0.9959004392386529, 0.9648609077598829, 1.0, 1.0, 0.9648609077598829, 0.5010248901903367, 1.0, 0.9999999999999999, 0.9648609077598828, 0.5961932650073206, 1.0, 1.0, 0.5010248901903367, 1.0, nan]","[0.14559004392386501, 0.507150805270861, 0.30420497803806723, 0.16760468521229815, 0.07891361639824292, 0.14668228404099526, 0.048237188872620684, 0.5053879941434818, 0.08842459736456786, 0.34064714494875514, 0.19343484626647126, 0.22845680819912098, 0.35865885797950137, 0.5309663250365995, 0.43043338213762566, 0.6588755490483119, 0.2353118594436306, 0.287235724743777, 0.15676134699853533, 0.16472327964860864, 0.06329721815519751, 0.48623718887261747, 0.5501756954611965, 0.29873792093704205, 0.5326969253294249, nan]","[0.07994143484626647, 0.0, 0.0, 0.0, 0.29956076134699855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9004392386530015, 0.4035139092240117, 0.0, 0.01932650073206442, 0.07994143484626647, 0.0, 0.07994143484626647, 0.0, 0.07994143484626647, 0.0, 0.0, 0.07994143484626647, 0.07994143484626647, 0.07994143484626647, 0.07994143484626647, nan]","[0.037, 0.0, 0.0, 0.0, 0.408, 0.0, 0.029, 0.0, 0.17, 0.0, 0.958, 0.502, 0.947, 0.006, 0.039, 0.027, 0.021, 0.0, 0.217, 0.007, 0.085, 0.217, 0.028, 0.033, 0.022, nan]",6.163825988769531,9737.918707847595,615.6060898303986,393.7711100578308
FA BRCA pathway,False,28,1,0,0.0,9,4.392857142857143,1,2.0,2.0,0.0,2,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.27, 0.03, 0.02, 0.1, 0.0, 0.04, 0.05, 0.3, 0.02, 0.0, 0.49, 0.05, 0.14, 0.15, 0.16, 0.14, 0.06, 0.06, 0.17, 0.02, 0.32, 0.0, 0.05, 0.26, 0.46, 0.11, 0.02, 0.09]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.155509948730469,12070.086866855621,6.008148193359375e-05,683.4251570701599
Arabidopsis thaliana Cell Cycle,False,14,1,0,0.0,8,4.714285714285714,1,8.0,8.0,0.0,8,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.08, 1.0, 0.11, 0.6, 0.46, 0.06, 0.07, 1.0, 0.44, 0.29, 0.3, 0.05, 0.17, 0.1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.81782817840576,2697.0789878368378,2.288818359375e-05,170.23318600654602
Aurora Kinase A in Neuroblastoma,False,23,1,4,0.17391304347826086,7,1.8695652173913044,47,2.4893617021276597,3.0,0.8720809162518807,3,0.021817879310529857,0.008542713567839196,0.07261306532663317,"[1.0, 0.8178391959798996, 1.0, 0.8178391959798996, 1.0, 1.0, 0.8178391959798996, 1.0, 0.785427135678392, 1.0, 0.8178391959798996, 1.0, 0.4035175879396985, 0.8178391959798996, 0.8178391959798996, 1.0, 0.8934673366834173, 0.8178391959798996, 1.0, nan, nan, nan, nan]","[0.28277135678391985, 0.5475402010050333, 0.7711231155778979, 0.5014899497487503, 0.3342185929648253, 0.7233216080402097, 0.592399497487446, 0.9142185929648324, 0.3525251256281425, 0.6075376884422199, 0.5422864321608115, 0.7090150753768932, 0.11700000000000071, 0.5484045226130737, 0.49378391959799645, 0.24240452261306544, 0.08771105527638193, 0.5324321608040276, 0.4965778894472414, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.011055276381909548, 0.0, 0.023115577889447236, 0.0, 0.0185929648241206, 0.012060301507537688, 0.0185929648241206, 0.0, 0.0, 0.0, 0.0, 0.022613065326633167, 0.0, 0.022613065326633167, 0.0, 0.0185929648241206, nan, nan, nan, nan]","[0.003, 0.012, 0.042, 0.037, 0.003, 0.035, 0.008, 0.02, 0.04, 0.023, 0.0, 0.038, 0.088, 0.002, 0.058, 0.06, 0.142, 0.006, 0.058, nan, nan, nan, nan]",9.680459022521973,7839.393116950989,2661.3193459510803,227.46517205238342
B cell differentiation,False,22,1,5,0.22727272727272727,7,1.7727272727272727,58,1.0344827586206897,1.0,0.18246560765962697,2,0.011736152547369878,0.01958762886597938,0.03958762886597938,"[0.6325773195876289, 0.5088659793814433, 0.9414432989690722, 1.0, 0.17072164948453605, 0.5096907216494846, 0.5002061855670104, 0.5105154639175258, 0.5088659793814433, 0.5476288659793814, 0.476701030927835, 0.5002061855670104, 0.5051546391752578, 0.5096907216494846, 0.5051546391752578, 1.0, 0.5105154639175258, nan, nan, nan, nan, nan]","[0.13166597938144353, 0.5448164948453658, 0.10103092783505184, 0.5314309278350557, 0.08899381443298998, 0.5396865979381498, 0.5418762886597986, 0.5409979381443345, 0.5416907216494897, 0.12558762886597985, 0.16390927835051572, 0.5436206185567057, 0.5371422680412418, 0.5419670103092838, 0.5348329896907269, 0.27002474226803985, 0.540367010309283, nan, nan, nan, nan, nan]","[0.006185567010309279, 0.0, 0.015670103092783504, 0.0, 0.011134020618556702, 0.0, 0.006185567010309278, 0.0, 0.0, 0.0, 0.02762886597938144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan, nan]","[0.063, 0.013, 0.105, 0.005, 0.198, 0.002, 0.011, 0.008, 0.018, 0.0, 0.021, 0.008, 0.051, 0.004, 0.068, 0.0, 0.015, nan, nan, nan, nan, nan]",4.1486968994140625,3455.0796411037445,2852.235687971115,182.20222187042236
Body Segmentation in Drosophila 2013,False,17,1,3,0.17647058823529413,4,1.7058823529411764,9,1.0,1.0,0.0,1,0.03398222335994073,0.12235717498875394,0.14080071974808817,"[0.5042735042735043, 0.7597840755735492, 0.7386414754835807, 0.9820062977957714, 0.7597840755735492, 0.7597840755735492, 0.7597840755735492, 1.0, 1.0, 0.4777327935222672, 0.7530364372469636, 0.7503373819163294, 0.7597840755735492, 0.5915429599640126, nan, nan, nan]","[0.19954116059379198, 0.47438146648672946, 0.0780116959064328, 0.279847053531264, 0.5161268556005397, 0.4849527665317137, 0.12063427800269898, 0.23882591093117392, 0.1271974808816914, 0.2521637426900584, 0.25040035987404397, 0.46567251461988285, 0.5265182186234817, 0.18934322986954544, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12640575798470535, nan, nan, nan]","[0.002, 0.0, 0.12, 0.0, 0.0, 0.002, 0.001, 0.0, 0.024, 0.0, 0.0, 0.0, 0.003, 0.123, nan, nan, nan]",0.6337590217590332,1938.4348270893097,67.07961106300354,89.51084208488464
