graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_time,stochastic_model_time
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.0034684422880322825,0.015554645927138764,0.02742529676627098,"[0.8563241915677446, 0.5145313139582481, 0.5202619729840361, 0.46213671715104376, 0.5325419566107246, 0.5038886614817847, 0.5202619729840361, 0.3716741711011052, 0.5145313139582481, 0.5038886614817847, 0.5145313139582481, 0.40769545640605814, 1.0, 0.286123618501842, 0.8563241915677446, 0.8563241915677446, 0.8563241915677446, 0.7646336471551372, nan, nan, nan, nan, nan, nan]","[0.5142529676627102, 0.49941874744167, 0.49959476054031976, 0.02938600081866557, 0.5026033565288578, 0.5001166598444534, 0.49918952108063896, 0.263669668440442, 0.4998546868604175, 0.5003499795333604, 0.5007265656979122, 0.058806794924273494, 0.49999999999999994, 0.24960704052394608, 0.4999999999999998, 0.4928735161686454, 0.5071264838313554, 0.25118092509210055, nan, nan, nan, nan, nan, nan]",1.7549769878387451,301.36879801750183
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,2,5.0,5.0,3.0,8,0.04207212364052659,0.5,0.5420721236405266,"[1.0, 1.0, 0.5420721236405266, 0.5420721236405266, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5420721236405266, 1.0, 0.5420721236405266, 0.5420721236405266, 0.5420721236405266, 1.0, 1.0, 1.0, 1.0, nan]","[0.2034144247281054, 1.0, 0.37299370349170025, 0.1857040641099027, 0.12144819690898684, 0.4015455065827132, 0.08191757298225529, 0.49, 0.10107613050944474, 0.3893045220377791, 0.30827704636519804, 0.513923869490555, 0.4269662278191186, 0.7595878649112769, 0.7572982255294798, 0.7801946193474533, 0.49915855752718913, 0.36196622781911875, 0.21486262163709216, 0.31991127647395584, 0.08878649112764739, 0.525, 0.7641671436748719, 0.39051803091013165, 0.47, nan]",0.6568279266357422,91.99437689781189
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,19,1.631578947368421,1.0,0.929659038560826,3,0.044266246015669676,0.05248359887535145,0.12371134020618557,"[0.39503280224929704, 0.761012183692596, 0.9864104967197752, 0.8734770384254921, 0.761012183692596, 0.761012183692596, 0.5941893158388003, 0.761012183692596, 0.5941893158388003, 0.8734770384254921, 0.2600749765698219, 0.5093720712277413, 0.761012183692596, 0.4770384254920337, nan, nan, nan]","[0.14287956888472358, 0.47911902530459244, 0.05969072164948454, 0.28430646672914717, 0.5182708528584818, 0.47389878163074056, 0.12305295220243673, 0.24575445173383323, 0.14681818181818182, 0.2917502343017807, 0.2501569821930654, 0.4999062792877224, 0.5417619493908152, 0.19252577319587627, nan, nan, nan]",0.6040189266204834,105.42457103729248
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,2,2.0,2.0,0.0,2,0.02919020715630885,0.5,0.5291902071563088,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5291902071563088, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2067514124293785, 0.52, 0.4002354048964218, 0.05, 0.05, 0.525, 0.5, 0.24262711864406794, 0.11352165725047078, 0.51, 0.54, 0.05, 0.5, 0.01, 0.455, 0.265, 0.13, 0.175, 0.145, 0.255, 0.135, 0.06675141242937851, 0.085, 0.105, 0.265, 0.465, 0.495, 0.525, 0.165, 0.7598870056497177, 0.525, 0.51, 0.085]",0.47701287269592285,73.03733086585999
Budding Yeast Cell Cycle,True,20,1,4,0.2,6,2.1,25,2.56,1.0,2.136913662270893,7,0.02544244397908529,0.048554087825776505,0.09103891467333096,"[0.5273116744019993, 1.0, 1.0, 0.5340949660835416, 1.0, 1.0, 0.9999999999999998, 1.0, 0.3459478757586576, 1.0, 1.0, 0.6965369510888968, 0.5455194573366655, 0.5294537665119601, 0.9360942520528381, 0.9999999999999998, nan, nan, nan, nan]","[0.50081935023206, 0.7343859335951453, 0.26087290253480916, 0.313779007497322, 0.6478257765083905, 0.12517493752231346, 0.36577472331310235, 0.14451088896822553, 0.14873081042484806, 0.6468118529096762, 0.041162084969653685, 0.35938236344162716, 0.3257176008568364, 0.2937665119600138, 0.06164227061763656, 0.40610853266690516, nan, nan, nan, nan]",1.8201229572296143,283.25156593322754
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,13,3.3076923076923075,2.0,1.8138194034694763,6,0.11181248967219644,0.004493464052287581,0.3541666666666667,"[0.945669934640523, 1.0000000000000002, 0.945669934640523, 0.945669934640523, 1.0, 1.0, 0.6343954248366013, 0.977124183006536, 0.945669934640523, 0.945669934640523, 0.9979575163398693, 1.0, 1.0, 1.0, 1.0, 1.0000000000000002, 1.0, 0.977124183006536]","[0.04892565359477124, 0.3393545751633986, 0.6933169934640536, 0.11319240196078433, 0.2573406862745099, 0.24743259803921563, 0.2190951797385619, 0.07425245098039217, 0.7038316993464063, 0.690688316993465, 0.05456699346405227, 0.12219771241830076, 0.7129227941176464, 0.0952246732026144, 0.14045343137254906, 0.41097222222222207, 0.044029820261437896, 0.059865196078431354]",1.7088508605957031,252.02853083610535
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.3333333333333333,1.0,0.4714045207910317,2,0.10740522592431431,0.22751524390243902,0.2629573170731707,"[0.5053353658536586, 0.5053353658536586, 0.5053353658536586, 0.75, 0.7515243902439024, 1.0, 0.5053353658536586, 0.5053353658536586, 0.7195121951219512, 0.2629573170731707, 0.5091463414634146, 0.7179878048780488, 0.5053353658536586, 0.2629573170731707, nan]","[0.4993064024390247, 0.5001600609756097, 0.49957317073170754, 0.029538871951219504, 0.1258765243902439, 0.2525266768292681, 0.11845655487804882, 0.01988185975609756, 0.013582317073170732, 0.24978658536585424, 0.4995426829268295, 0.17642530487804867, 0.49930640243902435, 0.2501905487804884, nan]",1.4894070625305176,28.577243089675903
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,2,6.0,6.0,2.0,8,0.3065934065934066,0.5,0.8065934065934066,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.48832967032967006, 0.5573846153846153, 0.9090989010989015, 0.3201868131868133, 0.5525494505494504, 0.5593186813186811, 0.8994285714285717, 0.19259340659340665, 1.0]",0.09543585777282715,13.548590898513794
Cholesterol Regulatory Pathway,True,34,1,0,0.0,3,1.2647058823529411,2,2.0,2.0,0.0,2,0.06042741341193811,0.5,0.5604274134119381,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5604274134119381, 1.0, 0.5604274134119381, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5604274134119381, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5604274134119381, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.3379089904200441, 0.7604329403095071, 0.5030213706705972, 0.813181650700074, 0.5048341930729546, 1.0, 1.0, 0.535, 1.0, 1.0, 0.3752726602800294, 1.0, 1.0, 1.0, 0.78680729550479, 0.5012085482682385, 0.525, 0.7692243920412675, 1.0, 0.7736201179071484, 0.4765935887988206, 1.0, 0.7934008843036107, 1.0, 1.0, 0.25598931466470154, 0.525, 1.0, 0.7934008843036108]",0.29912495613098145,52.31017303466797
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.295, 0.11, 0.06, 0.105]",0.014957904815673828,0.5682680606842041
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,4,1.25,1.0,0.4330127018922193,2,0.22023216848537822,0.18024316109422492,0.6072948328267477,"[1.0, 0.6395136778115501, 1.0, 0.6395136778115501, 0.6072948328267477, 0.6072948328267477, 1.0, 0.6395136778115501, 0.6072948328267477, 1.0, 0.9677811550151976, 0.8875379939209727, 0.6072948328267477, 0.6395136778115501, 0.6072948328267477]","[0.00048328267477203645, 0.07265349544072948, 0.12371732522796362, 0.07309118541033435, 0.005161094224924012, 0.07151367781155016, 0.27321580547112495, 0.10075379939209723, 0.025215805471124626, 0.285, 0.07545288753799392, 0.14268996960486321, 0.03598784194528876, 0.03859574468085106, 0.0003221884498480243]",6.713210821151733,28.480431079864502
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.01748699650118522,0.2535425101214575,0.2682186234817814,"[0.5111336032388664, 0.73582995951417, 0.7753036437246963, 0.5111336032388664, 0.5111336032388664, 0.5111336032388664, 0.5111336032388664, 0.73582995951417, 0.73582995951417, nan, nan]","[0.49933198380566807, 0.49528340080971645, 0.25072874493927066, 0.5005566801619432, 0.499443319838057, 0.5015587044534408, 0.49877530364372474, 0.4717004048583, 0.25811234817813766, nan, nan]",0.03944277763366699,5.006277799606323
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,9,3.7777777777777777,5.0,1.7497795275581802,6,0.07051064185100722,0.11072056239015818,0.21528998242530756,"[0.9283831282952548, 0.7034270650263621, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9775922671353252, 1.0, 1.0, 1.0, nan, nan]","[0.046203866432337426, 0.4917750439367304, 0.7058326010544826, 0.7552943760984195, 0.500351493848857, 0.45760764499121187, 0.7432666959578199, 0.7943431458699481, 0.73104130052724, 0.7554920913883997, 0.7383765377855882, 0.4809138840070301, 0.5361269771528994, 0.5364894551845337, 0.22184534270650258, 0.7603822495606322, 0.5012785588752202, 0.7652724077328642, 0.7799428822495598, 0.08696616871704749, nan, nan]",1.1853530406951904,146.2334179878235
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,11,2.1818181818181817,1.0,1.8982375470746455,6,0.0443544600903938,0.1140215716486903,0.14098613251155623,"[0.9999999999999999, 0.9999999999999999, 1.0, 0.2781201848998459, 0.8674884437596301, 0.9999999999999999, 0.6486902927580893, 0.5061633281972265, 0.49383667180277346, 0.8674884437596301, nan, nan, nan]","[0.28494607087827406, 0.5770762711864399, 0.15545069337442222, 0.13419491525423738, 0.31975731895223425, 0.57707627118644, 0.0711093990755007, 0.501171032357473, 0.1548728813559324, 0.2735593220338981, nan, nan, nan]",0.24134492874145508,41.02805995941162
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.019112207151664617,0.5,0.5191122071516646,"[1.0, 1.0, 0.5191122071516646, 1.0, 0.5191122071516646, 1.0, 0.5191122071516646, 1.0, 1.0, 1.0, 1.0, 0.5191122071516646, 0.5191122071516646, 1.0, 1.0, 0.5191122071516646, 1.0, 0.5191122071516646, 0.5191122071516646, nan]","[0.035, 0.125, 0.4952219482120839, 0.26, 0.115, 0.555, 0.27519112207151664, 0.07, 0.115, 0.12, 0.115, 0.4996177558569667, 0.26980887792848335, 0.07, 0.2457644882860666, 0.03702219482120839, 0.445, 0.49885326757090015, 0.028168927250308257, nan]",0.17056989669799805,15.962751150131226
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,2,5.0,5.0,0.0,5,0.008645533141210388,0.5,0.5086455331412104,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5086455331412104, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.4949135446685878, 1.0, 0.09982708933717581, 0.23754322766570612, 0.5001729106628242, 0.175, 0.11728386167146977, 0.11737031700288186, 0.2328025936599424]",0.2346940040588379,20.929528951644897
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,32,3.0,3.0,1.0,4,0.028266339924407514,0.015246636771300448,0.09058295964125561,"[0.8762331838565023, 0.2367713004484305, 1.0, 0.5022421524663677, 1.0, 0.7820627802690583, 1.0, 1.0, 0.5022421524663678, 1.0, 0.5067264573991032, nan]","[0.14736322869955168, 0.06720627802690583, 0.1541614349775785, 0.5002242152466366, 1.0, 0.28112556053811655, 0.1623946188340808, 1.0, 0.13000000000000003, 0.1592286995515696, 0.49926008968609914, nan]",1.148284912109375,206.1370198726654
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.02732393729733842,0.25060357315306614,0.2877836793819411,"[0.7537421535490101, 1.0, 0.2877836793819411, 0.7537421535490101, 1.0, 1.0, 0.5427329792370835, 0.7537421535490101, 1.0, 0.7537421535490101, 0.5427329792370835, 1.0, 0.7537421535490101, 1.0, 1.0, 0.534041525832931]","[0.49999999999999983, 0.7622211492032847, 0.19714630613230305, 0.49238773539352965, 0.7690801545147283, 0.771366489618543, 0.3828198937711257, 0.4037228392081126, 0.7782254949299867, 0.48985031385803957, 0.5068372766779335, 0.7759391598261722, 0.35530902945437, 0.7759391598261723, 0.363973925639788, 0.5000000000000001]",0.16942286491394043,24.953402042388916
Oxidative Stress Pathway,True,19,1,1,0.05263157894736842,4,1.6842105263157894,9,1.4444444444444444,1.0,0.6849348892187752,3,0.08636706288275478,0.08239861949956859,0.3075927523727351,"[0.540983606557377, 0.540983606557377, 0.540983606557377, 0.505176876617774, 1.0, 0.9999999999999998, 0.494823123382226, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998, 0.540983606557377, 0.540983606557377, 0.8183779119930974, 0.540983606557377, 0.6311475409836065, 0.9999999999999998, 0.9999999999999998, 0.540983606557377, nan]","[0.5139797238999146, 0.518826574633305, 0.5183649698015534, 0.282088006902502, 0.1767364106988785, 0.28750215703192444, 0.31590163934426274, 0.5130823986195007, 0.4841566005176887, 0.25712251941328734, 0.5183649698015537, 0.06628559102674718, 0.12084555651423633, 0.5128257118205359, 0.14681190681622092, 0.5516501294219165, 0.26191760138049996, 0.5146721311475418, nan]",0.3510558605194092,64.44525599479675
Predicting Variabilities in Cardiac Gene,True,15,1,1,0.06666666666666667,7,2.533333333333333,5,2.2,1.0,1.469693845669907,4,0.0678925215620363,0.2434017595307918,0.25733137829912023,"[0.500733137829912, 0.500733137829912, 0.7565982404692082, 0.500733137829912, 0.25733137829912023, 0.500733137829912, 0.5029325513196481, 1.0, 0.6627565982404692, 0.500733137829912, 1.0, 0.500733137829912, 0.7543988269794721, 0.7463343108504399, nan]","[0.49995601173020526, 0.03376466275659825, 0.11846041055718487, 0.26498533724340173, 0.25017228739002884, 0.49997067448680355, 0.49961876832844604, 0.1112683284457478, 0.23173753665689145, 0.5000073313782991, 0.46, 0.02582478005865103, 0.020014662756598245, 0.2499303519061578, nan]",1.1197009086608887,34.4781699180603
Regulation of the L-arabinose operon of Escherichia coli,True,13,1,4,0.3076923076923077,3,1.3846153846153846,22,2.090909090909091,1.0,2.1300680934290877,8,0.022589596004496677,0.05716302046577276,0.0748059280169372,"[0.46788990825688076, 0.6097388849682428, 0.8023994354269584, 0.502470007057163, 0.8256880733944956, 0.9273112208892025, 0.6972477064220184, 0.7085391672547636, 0.5899788285109386, nan, nan, nan, nan]","[0.29249117854622414, 0.14939308398023987, 0.5761185603387452, 0.5000741002117146, 0.2834333098094562, 0.28071630204657794, 0.13857798165137608, 0.5752011291460845, 0.14879675370501078, nan, nan, nan, nan]",0.3346850872039795,57.93878793716431
T cell differentiation,True,23,1,4,0.17391304347826086,5,1.4782608695652173,32,1.0,1.0,0.0,1,0.012399757293486023,0.030303030303030304,0.06974921630094044,"[0.635057471264368, 0.6350574712643678, 1.0, 0.7157784743991642, 0.635057471264368, 1.0, 0.5148902821316614, 0.5261233019853709, 0.5261233019853709, 0.53239289446186, 0.5005224660397074, 0.635057471264368, 0.53239289446186, 0.820271682340648, 1.0, 1.0, 0.635057471264368, 1.0, 0.5619122257053292, nan, nan, nan, nan]","[0.4986494252873567, 0.13507183908045978, 0.14317528735632185, 0.03643547544409613, 0.49864942528735623, 0.5499999999999999, 0.5002978056426332, 0.49999999999999944, 0.24632445141065828, 0.5000000000000003, 0.5000052246603972, 0.49594827586206913, 0.23999999999999988, 0.2438100835945663, 0.24504702194357367, 0.26992816091954025, 0.26642241379310344, 0.24499999999999997, 0.5012382445141066, nan, nan, nan, nan]",0.992567777633667,218.2841169834137
T-LGL Survival Network 2011 Reduced Network,True,18,1,0,0.0,4,2.388888888888889,4,4.0,4.0,0.0,4,0.12530074046336584,0.19975031210986266,0.4556803995006242,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.135, 0.505, 0.235, 0.17, 0.53, 0.535, 0.475, 0.23, 0.05, 0.27, 0.465, 0.465, 0.24, 0.125, 0.26, 0.245, 0.245, 0.1]",0.4376089572906494,84.42303013801575
Processing of Spz Network from the Drosophila Signaling Pathway,True,24,1,6,0.25,5,1.1666666666666667,64,1.0,1.0,0.0,1,0.0035037271103847494,0.016494845360824743,0.0222680412371134,"[0.863917525773196, 0.5039175257731958, 0.516701030927835, 0.5340206185567011, 0.5208247422680412, 0.5076288659793815, 0.516701030927835, 0.8915463917525773, 0.5039175257731958, 0.5076288659793815, 0.5039175257731958, 0.3995876288659794, 1.0, 0.7575257731958763, 0.863917525773196, 0.863917525773196, 0.863917525773196, 0.2795876288659793, nan, nan, nan, nan, nan, nan]","[0.5036391752577322, 0.49999999999999956, 0.4988309278350516, 0.02829278350515463, 0.4972927835051549, 0.5000762886597939, 0.5006680412371133, 0.25839793814433015, 0.5003917525773193, 0.5000762886597937, 0.49972577319587613, 0.06234639175257727, 0.5, 0.24926185567010292, 0.5036391752577318, 0.4526907216494846, 0.5727835051546389, 0.2511690721649489, nan, nan, nan, nan, nan, nan]",1.755903959274292,310.4251618385315
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,8,3.25,4.0,0.9682458365518543,4,0.015795206234282582,0.12706270627062707,0.14474304573314475,"[0.4158415841584159, 0.7703913248467704, 1.0, 0.9999999999999999, 0.7703913248467704, 0.7703913248467704, 0.4158415841584159, 0.7703913248467704, 1.0, 0.9999999999999999, 0.2706270627062706, 0.9999999999999999, 0.7703913248467704, 0.9009900990099009, nan, nan, nan]","[0.26091230551626554, 0.5135195662423385, 0.23750825082508262, 0.5018576143328619, 0.4837765205091938, 0.5351508722300801, 0.23370815652993837, 0.2899104196133896, 0.2735195662423383, 0.5013932107496464, 0.24834983498349808, 0.9999999999999999, 0.5, 0.2522866572371523, nan, nan, nan]",0.5199620723724365,78.48342204093933
Budding Yeast Cell Cycle,True,20,1,4,0.2,6,2.1,22,1.9090909090909092,1.0,0.9958591954639383,3,0.018114331112354318,0.05276030747728861,0.07337526205450734,"[0.5034940600978337, 1.0, 1.0, 0.9999999999999999, 1.0, 0.8574423480083857, 0.9999999999999999, 1.0, 0.34835779175401815, 1.0, 1.0, 0.6086652690426275, 0.9999999999999999, 0.5195667365478687, 0.7606568832983929, 0.9999999999999999, nan, nan, nan, nan]","[0.500384346610762, 0.5988207547169803, 0.15202306079664568, 0.29062019566736574, 0.5613993710691816, 0.11056603773584893, 0.34806603773584915, 0.08919811320754717, 0.1561687631027253, 0.525, 0.029460167714884716, 0.3324388539482869, 0.29540880503144695, 0.1671156533892381, 0.05310621942697411, 0.3027830188679247, nan, nan, nan, nan]",1.4965200424194336,193.7485852241516
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,2,1.5,1.5,0.5,2,0.4844789356984479,0.5,0.9844789356984479,"[1.0, 0.9844789356984479, 1.0, 0.9844789356984479, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3139578713968958, 0.2575609756097561, 0.5225277161862528, 0.07562084257206209, 0.23364745011086477, 0.2784146341463415, 0.4536141906873615, 0.05554323725055433, 0.47330376940133045]",0.04598283767700195,4.413246154785156
Cholesterol Regulatory Pathway,True,34,1,0,0.0,3,1.2647058823529411,2,2.0,2.0,0.0,2,0.026656213249706018,0.5,0.526656213249706,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.526656213249706, 1.0, 1.0, 1.0, 1.0, 1.0, 0.526656213249706, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.48, 1.0, 1.0, 1.0, 0.4994668757350059, 1.0, 1.0, 0.52, 1.0, 1.0, 0.3711309290474326, 1.0, 1.0, 1.0, 0.737294198353588, 0.4981987455899649, 0.465, 0.7396609172873394, 1.0, 0.7704282634261084, 0.4999676597412778, 1.0, 1.0, 1.0, 1.0, 0.24159937279498245, 0.49, 1.0, 1.0]",0.2979309558868408,51.643725872039795
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.285, 0.295, 0.12, 0.06, 0.12]",0.015439033508300781,0.6350700855255127
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,17,1.6470588235294117,2.0,0.7624400821656306,4,0.052417398696054926,0.04660691421254801,0.14033290653008962,"[0.938796414852753, 0.9999999999999999, 0.9482714468629962, 0.9999999999999999, 0.901664532650448, 0.9999999999999999, 0.892189500640205, 0.9387964148527528, 0.9999999999999999, 0.948271446862996, 0.8921895006402049, 0.9999999999999999, 0.865044814340589, 0.9387964148527528, 0.7551856594110115, 0.9533930857874519, 0.2668373879641485, 0.5221510883482714, 0.9387964148527528, 0.9387964148527529, 0.9999999999999999, 0.9387964148527528, 0.9999999999999999, 0.9999999999999999, 0.8189500640204864, nan, nan, nan]","[0.324276568501921, 0.5449999999999999, 0.2987183098591553, 0.5049999999999999, 0.5498847631241999, 0.29294878361075566, 0.2797247119078104, 0.5069244558258635, 0.4918565941101151, 0.5271216389244558, 0.13757234314980762, 0.2717900128040976, 0.07130217669654285, 0.5393085787451984, 0.24949039692701638, 0.2811536491677336, 0.25033290653008994, 0.4982279129321385, 0.5316261203585144, 0.12074519846350831, 0.5449999999999999, 0.5431498079385401, 0.27901152368758003, 0.44999999999999996, 0.13298975672215113, nan, nan, nan]",1.4783921241760254,252.1287579536438
Toll Pathway of Drosophila Signaling Pathway,True,11,1,2,0.18181818181818182,2,1.0,4,1.0,1.0,0.0,1,0.0212807376685473,0.24800796812749004,0.28087649402390436,"[0.5209163346613546, 0.7191235059760956, 0.28087649402390436, 0.5209163346613546, 0.5209163346613546, 0.5209163346613546, 0.5209163346613546, 0.7191235059760956, 0.7191235059760956, nan, nan]","[0.4995816733067726, 0.4780876494023902, 0.24958167330677308, 0.4974900398406374, 0.4970717131474104, 0.4979083665338647, 0.49916334661354567, 0.47151394422310744, 0.20932270916334678, nan, nan]",0.04035592079162598,5.746857166290283
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,4,10.0,10.0,1.0,11,0.02750693412863002,0.2502069536423841,0.28311258278145696,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan, nan]","[0.08915562913907285, 0.8977814569536423, 0.7811630794701986, 0.7699979304635763, 0.740035182119205, 0.8783112582781456, 1.0, 0.785629139072848, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.665, 1.0, 1.0, 1.0, 1.0, 0.13769867549668874, nan, nan]",1.4286749362945557,97.96238398551941
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.0069984632667577686,0.12832225913621262,0.1345514950166113,"[0.7574750830564784, 0.5049833887043189, 0.9999999999999999, 0.25664451827242524, 0.5049833887043189, 0.5049833887043189, 0.6420265780730897, 0.5049833887043189, 0.9999999999999999, 0.7475083056478404, nan, nan, nan]","[0.2742358803986711, 0.5004983388704318, 0.10727574750830572, 0.14127906976744187, 0.24918604651162787, 0.49995016611295684, 0.060182724252491694, 0.5000498338870432, 0.11247508305647842, 0.2713247508305648, nan, nan, nan]",0.11012601852416992,17.750918865203857
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,3,3.0,2.0,2.160246899469287,6,0.13230522478354145,0.36319317489335773,0.4783668494820232,"[1.0, 1.0, 0.5216331505179769, 1.0, 0.5216331505179769, 1.0, 0.5216331505179769, 1.0, 1.0, 1.0, 1.0, 0.5216331505179769, 1.0, 0.8415600243753809, 0.5216331505179769, 1.0, 1.0, 0.5216331505179769, 0.5216331505179769, nan]","[0.055648994515539306, 0.2966971358927489, 0.5004326630103596, 0.3684491163924435, 0.1965021328458258, 0.7512492382693463, 0.2554448507007921, 0.08629798903107862, 0.2275959780621573, 0.1767306520414382, 0.11, 0.5002163315051799, 0.2356489945155393, 0.1435131017672151, 0.2521633150517978, 0.06304082876294942, 0.515, 0.4997836684948204, 0.048689823278488725, nan]",0.5160040855407715,57.635993003845215
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,2,7.0,7.0,5.0,12,0.2475317348377997,0.5,0.7475317348377997,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.8106488011283466, 0.8863892806770082, 0.8661918194640315, 0.11349083215796897, 0.37643864598025345, 1.0, 0.21693229901269398, 0.19208039492242598, 0.17581805359661498, 0.30688293370944997]",1.1451389789581299,20.791067838668823
Metabolic Interactions in the Gut Microbiome,True,12,1,1,0.08333333333333333,5,2.5,8,2.0,2.0,0.0,2,0.007456683233464706,0.12589605734767023,0.13978494623655913,"[0.9999999999999999, 0.26792114695340496, 0.9999999999999999, 0.5241935483870968, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 0.4999999999999999, 0.5241935483870968, 0.9999999999999999, 0.9999999999999999, nan]","[0.11999999999999998, 0.07342293906810037, 0.15999999999999998, 0.49758064516129047, 0.9999999999999999, 0.25499999999999995, 0.145, 0.49999999999999994, 0.14262096774193547, 0.09499999999999999, 0.9999999999999999, nan]",0.37516093254089355,36.62461304664612
Neurotransmitter Signaling Pathway,True,16,1,0,0.0,3,1.375,8,1.25,1.0,0.4330127018922193,2,0.06685205222585433,0.10258183494698017,0.24343015214384509,"[0.8649147072383587, 1.0, 1.0, 1.0, 0.8649147072383587, 1.0, 1.0, 1.0, 0.8649147072383587, 1.0, 0.5357307514983863, 0.8649147072383587, 0.8649147072383587, 0.8649147072383587, 0.8649147072383587, 0.5283540802213]","[0.649686491470724, 0.435, 0.11264177040110653, 0.525, 0.6236698939603508, 0.45, 0.30090825265099136, 0.30318579990779104, 0.6071138773628402, 0.535, 0.4957123098201936, 0.626035039188566, 0.3711618257261405, 0.604748732134625, 0.32014753342554114, 0.49829875518672173]",0.18260502815246582,40.34216904640198
